Depth,Water Pressure,Speed,Battery Voltage,RPM,Leak Status,Temperature
-1.6386120845336174,-0.7095190326030564,0.3493689404874759,3,0,False,20.067902647440306
-1.6386120845336174,-0.7095190326030564,1.1410341815614689,3,1,False,20.08392462043183
-1.6589931412967183,-0.718344030181479,-0.2706200176380296,3,2,False,20.08392462043183
-1.6481232443563976,-0.7136373648063201,0.7216533803680664,3,3,False,20.067902647440306
-1.4280078313149098,-0.618327390959356,0.637857498655571,3,4,False,20.097276264591443
-1.6725805124721187,-0.7242273619004274,1.1761511132545333,3,5,False,20.08392462043183
-1.6440470330037777,-0.7118723652906358,0.423106798551035,3,6,False,20.067902647440306
-1.6589931412967183,-0.718344030181479,0.9331050763901355,3,7,False,20.097276264591443
-1.4959446871919124,-0.647744049554098,-0.7812127001570782,3,8,False,20.097276264591443
-1.656275667061638,-0.7171673638376893,-0.494082293909309,3,9,False,20.08392462043183
-1.5733927028916952,-0.681279040352104,0.31248508006282755,3,10,False,20.097276264591443
-1.6114373421828165,-0.6977523691651596,0.7045366350170806,3,11,False,20.097276264591443
-1.5924150225372558,-0.6895157047586318,0.5336698717501291,3,12,False,20.097276264591443
-1.6494819814739379,-0.7142256979782151,-0.3493689404874785,3,13,False,20.08392462043183
-1.5217606924251734,-0.6589223798201,0.5022494966911464,3,14,False,20.08392462043183
-1.6263834504757568,-0.7042240340560028,1.1481434975800262,3,15,False,20.110627908751056
-1.6141548164178963,-0.698929035508949,0.6442044957643203,3,16,False,20.097276264591443
-1.623665976240677,-0.7030473677122132,0.41337890513218134,3,17,False,20.110627908751056
-1.625024713358217,-0.703635700884108,0.7102880499156764,3,18,False,20.097276264591443
-1.6141548164178963,-0.698929035508949,-0.5846060540368719,3,19,False,20.097276264591443
-1.5747514400092355,-0.681867373523999,0.8462135971020602,3,20,False,20.110627908751056
-1.6440470330037777,-0.7118723652906358,0.46872762009425106,3,21,False,20.097276264591443
-1.4877922644866721,-0.6442140505227291,0.5022494966911446,3,22,False,20.140001525902193
-1.6589931412967183,-0.718344030181479,1.2499403202513233,3,23,False,20.110627908751056
-1.6331771360634573,-0.707165699915477,0.8462135971020602,3,24,False,20.153353170061806
-1.6902440950001394,-0.7318756931350604,0.6051247555108202,3,25,False,20.140001525902193
-1.6182310277705168,-0.7006940350246338,0.5259907682098401,3,26,False,20.153353170061806
-1.7160601002334004,-0.7430540234010624,1.3196098541501138,3,27,False,20.140001525902193
-1.6331771360634573,-0.707165699915477,0.6118114198867569,3,28,False,20.153353170061806
-1.652199455709018,-0.7154023643220048,1.0711448883447172,3,29,False,20.140001525902193
-1.485074790251592,-0.6430373841789393,-0.8510080467846536,3,30,False,20.110627908751056
-1.6331771360634573,-0.707165699915477,1.1266809789840069,3,31,False,20.12664988174258
-1.6399708216511575,-0.7101073657749511,0.6869935507453627,3,32,False,20.140001525902193
-1.5733927028916952,-0.681279040352104,-0.5705170907807336,3,33,False,20.12664988174258
-1.6413295587686973,-0.7106956989468459,1.0787149110727363,3,34,False,20.097276264591443
-1.6671455640019583,-0.7218740292128479,1.3531000881901285,3,35,False,20.097276264591443
-1.71470136311586,-0.7424656902291674,0.6504895665072451,3,36,False,20.110627908751056
-1.6060023937126562,-0.6953990364775802,0.7864035393222327,3,37,False,19.995803768978405
-1.6902440950001394,-0.7318756931350604,0.6378574986555716,3,38,False,19.982452124818806
-1.6630693526493383,-0.7201090296971635,0.87922588583547,3,39,False,19.798199435416194
-1.6861678836475191,-0.7301106936193758,1.2757149973111404,3,40,False,19.67269398031587
-1.5774689142443152,-0.6830440398677885,-0.494082293909309,3,41,False,19.68604562447547
-1.678015460942279,-0.7265806945880068,-0.6118114198867569,3,42,False,19.64332036316472
-1.5733927028916952,-0.681279040352104,-0.4133789051321792,3,43,False,19.50179293507287
-1.6331771360634573,-0.707165699915477,0.6051247555108188,3,44,False,19.461738002594032
-1.5516529090110542,-0.6718657096017865,0.2852585453903652,3,45,False,19.37361715114062
-1.7174188373509405,-0.7436423565729572,1.310327606308673,3,46,False,19.41634241245137
-1.6223072391231368,-0.7024590345403182,0.6810454426790489,3,47,False,19.304188601510646
-1.6956790434702995,-0.7342290258226397,0.9546576886215054,3,48,False,19.162661173418783
-1.5910562854197159,-0.688927371586737,0.7707261480857299,3,49,False,19.090562294956882
-1.6589931412967183,-0.718344030181479,0.9199311671367444,3,50,False,19.119935912108033
-1.7269299971737206,-0.747760688776221,1.3440491498991647,3,51,False,19.10658426794842
-1.70654894041062,-0.7389356911977984,0.6184257896269131,3,52,False,19.119935912108033
-1.517684481072553,-0.6571573803044154,0.7383734371658605,3,53,False,19.119935912108033
-1.6345358731809971,-0.7077540330873717,1.2001217219984968,3,54,False,19.133287556267632
-1.6141548164178963,-0.698929035508949,0.41337890513217473,3,55,False,19.119935912108033
-1.5367068007181137,-0.6653940447109432,-0.48577779836347523,3,56,False,19.10658426794842
-1.7228537858211006,-0.7459956892605365,1.051981536419676,3,57,False,19.133287556267632
-1.6318183989459172,-0.7065773667435822,0.9460955633024132,3,58,False,19.162661173418783
-1.629100924710837,-0.7054007003997924,0.3932017696611152,3,59,False,19.133287556267632
-1.5570878574812146,-0.6742190422893659,-0.7864035393222315,3,60,False,19.133287556267632
-1.7377998941140413,-0.7524673541513799,1.3470728863415262,3,61,False,19.162661173418783
-1.6752979867071986,-0.725404028244217,0.9589100824456778,3,62,False,19.14930952925917
-1.679374198059819,-0.7271690277599016,0.8267578102643584,3,63,False,19.14930952925917
-1.6997552548229198,-0.7359940253383243,0.6504895665072492,3,64,False,19.162661173418783
-1.6100786050652767,-0.6971640359932648,-0.43261600380929277,3,65,False,19.162661173418783
-1.5910562854197159,-0.688927371586737,1.0004403949932295,3,66,False,19.189364461737995
-1.6956790434702995,-0.7342290258226397,0.3493689404874785,3,67,False,19.205386434729533
-1.4606175221358713,-0.6324473870848323,-0.9065658392825668,3,68,False,19.189364461737995
-1.5733927028916952,-0.681279040352104,-0.18041334509202198,3,69,False,19.176012817578382
-1.542141749188274,-0.6677473773985226,-0.20170825183694008,3,70,False,19.205386434729533
